Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_m_Prades-09_07-VI-2021_IMG_8300.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_m_Prades-09_07-VI-2021_IMG_8305.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_m_Prades-09_07-VI-2021_IMG_8301.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_Prades-09_07-VI-2021_IMG_8255.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_m_Prades-09_07-VI-2021_IMG_8306.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_Prades-09_07-VI-2021_IMG_8256.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_Prades-09_07-VI-2021_IMG_8254.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada sheppardana/Nomada-sheppardana_Prades-09_07-VI-2021_IMG_8257.JPG,Nomada sheppardana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia andrenoides/Osmia-andrenoides_f_Prades-09_09-VI-2021_IMG_8612.JPG,Osmia andrenoides
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia andrenoides/Osmia-andrenoides_m_Prades-09_20-V-2021_IMG_2620.JPG,Osmia andrenoides
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia andrenoides/Osmia-andrenoides_m_Prades-09_20-V-2021_IMG_2378.JPG,Osmia andrenoides
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia andrenoides/Osmia-andrenoides_m_Prades-09_20-V-2021_IMG_2465.JPG,Osmia andrenoides
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia andrenoides/Osmia-andrenoides_m_Prades-09_20-V-2021_IMG_2607.JPG,Osmia andrenoides
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3222.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3219.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3220.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3299.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3224.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3263.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3294.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes gallicus/Colletes-gallicus_f_Torreilles-66_26-VI-2021_IMG_3233.JPG,Colletes gallicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora gallica/Anthophora-gallica-&&_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1193.JPG,Anthophora gallica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora gallica/Anthophora-gallica-&&_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1185.JPG,Anthophora gallica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora gallica/Anthophora-gallica-&&_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1197.JPG,Anthophora gallica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6170.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6162.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6159.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_m_Boutenac-31_03-V-2021_IMG_8510.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_f_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5871.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_f_Ferrals-les-Corbieres-11_014-IV-2021_IMG_5105.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6144.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6143.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6154.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6171.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_m_Boutenac-31_03-V-2021_IMG_8509.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_f_Ferrals-les-Corbieres-11_014-IV-2021_IMG_5107.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6167.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6141.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_f_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5874.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6134.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6142.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_m_Boutenac-31_03-V-2021_IMG_8508.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6146.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_f_Ferrals-les-Corbieres-11_014-IV-2021_IMG_5108.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_Conilhac-Corbieres-11_15-IV-2021_IMG_6155.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Rhodanthidium sticticum/Rhodanthidium-sticticum_m_Boutenac-31_03-V-2021_IMG_8497.JPG,Rhodanthidium sticticum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Xylocopa valga/Xylocopa-valga_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5966.JPG,Xylocopa valga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nigripes/Lasioglossum-nigripes_f_Prades-09_19-VI-2020_IMG_3549.JPG,Lasioglossum nigripes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Xylocopa violacea/Xylocopa-violacea_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6649.JPG,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9935.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1204.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9933.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9916.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9936.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9921.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1819.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9925.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1683.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis annulata/Stelis-annulata_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1636.JPG,Stelis annulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7142.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-variegatus-ou-meridionalis_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8837.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_5775.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7113.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-variegatus-ou-meridionalis_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8825.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7138.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7140.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7124.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7134.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-variegatus-ou-meridionalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1157.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Torreilles-66_26-VI-2021_IMG_3586.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Torreilles-66_26-VI-2021_IMG_3589.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Torreilles-66_26-VI-2021_IMG_3587.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-variegatus-ou-meridionalis_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8838.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7145.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7118.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7123.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7143.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Torreilles-66_26-VI-2021_IMG_3588.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4929.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus/Hylaeus-sp_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9873.JPG,Hylaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia xanthomelana/Osmia-xanthomelana-&&_f_Prades-09_07-VI-2021_IMG_8067.JPG,Osmia xanthomelana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4259.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0420.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8730.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2204.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0269.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8718.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4308.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2152.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8721.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4359.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4295.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Gruissan-11_03-VII-2021_IMG_4102.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4275.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4338.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4332.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4283.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2150.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7599.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8729.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Prades-09_09-VI-2021_IMG_8589.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4362.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4282.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4284.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4270.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0432.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0416.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae_f_Pibrac-31_26-V-2021_IMG_4025.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Pibrac-31_26-V-2021_IMG_4028.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8716.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Gruissan-11_03-VII-2021_IMG_4103.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4335.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2188.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0427.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4293.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4299.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8735.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2160.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Boutenac-11_03-V-2021_IMG_8733.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7607.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4336.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4320.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-scabiosae-ou-fulvipes_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4325.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0280.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus/Halictus-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0283.JPG,Halictus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-sp-&&_f_Prades-09_07-VI-2021_IMG_8228.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4827.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-alternatus-ou-crassanus_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5559.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-alternatus-ou-crassanus_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5551.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-alternatus-ou-crassanus_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5562.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-sp_f_Vaychis-09_09-VII-2021_IMG_5283.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-sp_f_Vaychis-09_09-VII-2021_IMG_5285.JPG,Sphecodes
